Time	MU_1	MU_2	MU_3	MU_4	MU_5	MU_6	MU_7	MU_8	MU_9	MU_10	MU_11	MU_12	MU_13	MU_14	MU_15	MU_16	MU_17	MU_18	MU_19	MU_20	MU_21	MU_22	MU_23	MU_24	MU_25	MU_26
16.04	22.8617061026703	20.6871721899809	20.5891041130658	19.375355322036	18.1863138951897	18.912993721738	18.1431459366142	17.8077737801509	18.716644195916	20.565262288662	19.8196657777783	18.5269260775016	15.4554687075608	17.3316156785489	12.8403709891328	12.3841101271071	11.9072512416739	11.437562098692	12.1235767413069	10.6247575958018	5.70477202272799	6.76269768220278	4.78294322822886	4.71520656759761	4.05402385941435	1.98146222773337
16.05	22.8170641862157	20.6702440040198	20.5441116251719	19.3932838858562	18.1845895126799	18.9358282850571	18.149561799852	17.8093458377636	18.7114035845561	20.5222327900623	19.817563428137	18.5217172960306	15.4414822890226	17.3917233782788	12.7829091384712	12.3906085801954	11.9154822385368	11.4313593852963	12.1312588369703	10.691725356039	5.76820929042731	6.7919602967483	4.78567144498934	4.75678915997186	4.12002808751265	1.96744569497773
16.06	22.7731222488712	20.6533006783388	20.4990804187993	19.4099075962054	18.1819009817846	18.9563978082586	18.1542675337706	17.808657047412	18.7040534295515	20.4811422124617	19.8176690490126	18.5132499745699	15.4279877514864	17.4528184322269	12.7258337142323	12.3956274769103	11.9240496333851	11.4222262011779	12.1384037146078	10.7559660741896	5.8298606636815	6.8221428716549	4.78922880536679	4.79539435528367	4.18554984883695	1.94961003961939
16.07	22.7301059970957	20.6378753043956	20.4539775663645	19.4263135768098	18.1784976259869	18.973287683422	18.1584890200854	17.8083738119355	18.6939870199356	20.4421991131712	19.8188181711277	18.502870300451	15.4128732083608	17.5126083389246	12.6676814545379	12.3990162674625	11.9328895025329	11.4115406507689	12.1450198367962	10.8172328745907	5.89203561378352	6.85295406928545	4.79362836490395	4.83083761565049	4.25034784611862	1.92802295985873
16.08	22.6883544739439	20.6238238857668	20.4112034429323	19.4448848305145	18.1743802961771	18.9863472203365	18.1620101252477	17.8088080525321	18.681196993947	20.4054504253405	19.8206036062488	18.4904101132206	15.3962003157095	17.5703384446044	12.6066996162164	12.4009135224337	11.9420439929881	11.399166434835	12.1510366927084	10.8752484207985	5.95461537802767	6.88439602900965	4.79883202995692	4.86302577856784	4.3141389034388	1.90277439991205
16.09	22.6509158694763	20.6110381244105	20.3705219006502	19.465632878226	18.1696084484943	18.9954855158458	18.1650241853145	17.8100743061235	18.6656551873489	20.3733011408509	19.823162426304	18.4761377537853	15.3803833079991	17.6257776929405	12.5442423881371	12.4010969084539	11.9513211014372	11.385250172118	12.1565015629263	10.9298562662448	6.0173940887283	6.91625863930341	4.80483565521376	4.89176386962592	4.37671574673484	1.87395448989495
16.1	22.6176150676727	20.5979609611424	20.3332739587218	19.4885006168916	18.164469624817	19.0007428903681	18.1683245277964	17.809970109227	18.6483389444639	20.3447921473691	19.8263474309821	18.4594086262515	15.3671115245791	17.6796859460048	12.4831762304795	12.400657641654	11.9614060570368	11.3698000636572	12.1611223684024	10.9807209948372	6.08009508755862	6.94848967435169	4.81160454105152	4.91704516902651	4.43776586404802	1.84169483769863
16.11	22.5860152596253	20.5859556479035	20.3007165437644	19.5134138503849	18.1586911147474	19.0020010247754	18.1711982617251	17.8079536092754	18.6320794701027	20.3187697107964	19.8303430736402	18.4390314266308	15.3563270192584	17.7346718367536	12.4241772616161	12.3995971780732	11.972537973845	11.3528876130041	12.1638822138481	11.0278571130012	6.14248250351081	6.98088498701908	4.81912271301294	4.93864095158096	4.49714889080581	1.80609436498084
16.12	22.5559422216243	20.5757398421399	20.2710554483189	19.5398810959433	18.1523323583125	18.9989887967	18.173368594147	17.806720601241	18.6155255899211	20.2954384193765	19.8336554041721	18.4168013202636	15.3474221813533	17.7894258149953	12.3674667022849	12.3968723623928	11.983759513132	11.3345965991697	12.1658035231557	11.0700009948663	6.20431019431087	7.01340334274397	4.8273438747403	4.95850874693396	4.55447088195756	1.76733645927525
16.13	22.5291287285763	20.5670103133513	20.2443271703828	19.5672252999339	18.1452861794092	18.9886906603441	18.1748537389271	17.8061022896725	18.5963798348668	20.2767290577457	19.8345955046226	18.3928316083186	15.3375903808856	17.8411807984281	12.3132082188999	12.3926147469136	11.9950317056393	11.314933952027	12.167083169471	11.1057147236354	6.26533143889124	7.04581048300772	4.83626206471204	4.97859698138671	4.61119425497632	1.72550804052778
16.14	22.5066116999821	20.5609899919306	20.2194190831628	19.5962265435818	18.1378203987265	18.9719285398369	18.1753310307533	17.8064105104398	18.5758451823912	20.2648358168494	19.8359067636662	18.3680200676871	15.3267094302544	17.8896624985283	12.2617131768564	12.3868119026197	12.0063794266592	11.2945914660527	12.1677136660753	11.13690431449	6.3253117110026	7.0780308390069	4.84579605500178	4.99871364544589	4.66943597521968	1.68087815710052
16.15	22.4860380561928	20.5591543659278	20.1937015894496	19.6241153155456	18.128812148548	18.9510855468042	18.1719098586804	17.8072813024886	18.5565476004981	20.259832739627	19.8377248399909	18.3450952830631	15.3175292733837	17.9345622269563	12.2112243564492	12.3794486068143	12.0175827518498	11.2762682288032	12.1676654438264	11.1636105634706	6.38401026244218	7.10758855085992	4.85599162930562	5.01887596336541	4.72893074928198	1.63344723498662
16.16	22.467572879415	20.5592589347984	20.1683917678095	19.650147035578	18.1166295864394	18.9278399924771	18.165073908804	17.8100162992261	18.5389176830618	20.2600236018515	19.8413227040653	18.3249251060575	15.3111137157167	17.9764496717427	12.1599935685072	12.3706568614972	12.0300279600111	11.2584357101444	12.166980798996	11.1857081040975	6.4411918619371	7.13269282640372	4.86664859708068	5.03893835718204	4.78954496384042	1.5848042700845
16.17	22.451305256752	20.5611929638365	20.146148862875	19.6771039731288	18.1036114213578	18.9036949858333	18.1574517982804	17.8150259949079	18.5204146414515	20.2631677550845	19.8482753793772	18.3064253623831	15.3074302894418	18.0179918412915	12.1108350039576	12.360318431398	12.046114711304	11.2393475317461	12.1656720354988	11.2031641816658	6.49663411708214	7.1533514729345	4.87890091270161	5.05886480637107	4.85094582467749	1.53765969676328
16.18	22.4392478042604	20.5642805902003	20.1272101000542	19.7053400259777	18.0902197987063	18.8762071621814	18.1492168379245	17.8207195401711	18.4997685997019	20.2691875891998	19.856157730862	18.2870873545764	15.3060530581621	18.0587659882486	12.0652802030202	12.3505457164406	12.0659656049737	11.2211451029505	12.1653083572601	11.2157749332571	6.55011284832954	7.16947472702658	4.8953254960805	5.07854952595917	4.91299094078656	1.49232170482174
16.19	22.4301644076672	20.5671723864936	20.1107043375001	19.7347955503211	18.0764620937404	18.845279241193	18.1403516463955	17.8271608387712	18.4771994405666	20.278185520282	19.8646162104713	18.2665479599666	15.3050188865611	18.0958238923427	12.02335598939	12.3411038558689	12.0873397179207	11.2059833992222	12.1650551412157	11.2245941550709	6.60142636071008	7.18089922085199	4.91612572139192	5.09793559551408	4.97531655889715	1.44900869568452
16.2	22.4231848248447	20.571503742542	20.0972963474917	19.7647116509373	18.062414085953	18.8110081759338	18.1310456380241	17.8342879901741	18.452721813823	20.2880577440655	19.8735591021738	18.2450569207585	15.3060698011988	18.1285074592279	11.9853495654283	12.3301254377986	12.1082682041872	11.1939337373916	12.1639919602266	11.2322267533519	6.65037172168995	7.18891081896149	4.94119876890592	5.11693105358267	5.03780099597361	1.40785809842177
