Time	MU_1	MU_2	MU_3	MU_4	MU_5	MU_6	MU_7	MU_8	MU_9	MU_10	MU_11	MU_12	MU_13	MU_14	MU_15	MU_16	MU_17	MU_18	MU_19	MU_20	MU_21	MU_22	MU_23	MU_24	MU_25	MU_26
25.12	23.2003917179263	21.5406304904625	21.6939713667699	19.7267000386921	18.7706296448737	17.5554723209527	17.4470146524986	17.3204403844663	18.9695643938641	21.9552663002588	18.6166893765379	16.5163367005033	16.5272827989443	16.5729626175234	14.6669166629452	12.3988625014315	12.7216079713553	11.3824796346991	11.5143231050405	7.38626710415469	6.64026165252696	7.95422266596638	4.59413107483029	4.91631205491682	3.81708075404489	3.60788757883937
25.13	23.2046747634364	21.5304725019452	21.7290132624682	19.7426724863534	18.797870380279	17.5920526724559	17.4906675702357	17.3744682082412	18.9855988340129	21.9607388528774	18.6471854036048	16.5153849875063	16.5598827424142	16.6029384877671	14.7514880988145	12.4675579623609	12.7788762668175	11.4311724265308	11.5605152485217	7.37719091958993	6.65198051904216	7.98656978037329	4.57046676002052	4.8746162964696	3.84601896291523	3.58335305578721
25.14	23.2081670873612	21.5182443815231	21.7651067941977	19.7556068790848	18.8244609858456	17.6262763366705	17.5309473902433	17.4286817097136	19.0001507121692	21.9625962714887	18.6777575211493	16.5104418548558	16.5903382233062	16.6305822063157	14.8262724107806	12.532768611367	12.8330755759667	11.4780770234992	11.6044872258019	7.37044948603297	6.65714007656424	8.0121714401839	4.54857303344469	4.82946332070726	3.87163815060613	3.55257090892647
25.15	23.2107257795741	21.503888117386	21.8020949864417	19.7656079530546	18.8478109459142	17.6579680238369	17.5651487179496	17.4810933087639	19.0106590368243	21.9598732581817	18.7057195137992	16.499359412285	16.6181720722733	16.6556904901209	14.8902094407644	12.5919499125742	12.8840087118163	11.5232300116325	11.6457583970449	7.36343781066447	6.65578363183715	8.0297676053828	4.52633336018738	4.78103896823231	3.89380467700806	3.51566021019177
25.16	23.2108775692255	21.4866217443647	21.8387595682872	19.7701905340389	18.8683438103685	17.6855288118855	17.594474784911	17.5316641354845	19.0183784231041	21.9523782183615	18.7313442851758	16.4834445202081	16.6417300836027	16.679018177843	14.945892016553	12.644898234037	12.9311016109873	11.5648703899035	11.6814865498171	7.35489376368766	6.64787179602482	8.03930665023969	4.5025439969071	4.72952802571113	3.91244771847367	3.47276670072577
25.17	23.2096948488476	21.4671295786839	21.8757791664106	19.7699557978619	18.8886948190077	17.7097758421212	17.6213076448873	17.5802816569447	19.0258067627777	21.9412667845195	18.7571993984466	16.4653413127665	16.6623093190864	16.7001910976544	14.9939546160863	12.6912899128035	12.9715038358882	11.6004507437031	11.7104467840084	7.34499737654634	6.63346416782806	8.04170771156166	4.48017651207592	4.67513601482681	3.92748291266252	3.4240590402605
25.18	23.2077360454148	21.4458872755056	21.9132589622747	19.7670169127655	18.9095227420675	17.7313399831131	17.6456492046374	17.6292594526755	19.0331146158121	21.9262777874283	18.7840990544178	16.4453748722962	16.6803324480791	16.7184872074502	15.0341226962978	12.7310778992035	13.0040048805969	11.6296963417808	11.7327579326536	7.33370614801965	6.61260021401789	8.03969344704675	4.45988106943826	4.61807678586096	3.93885865622574	3.36972948629312
25.19	23.2050205518299	21.4228073416456	21.9512224053742	19.7636585990092	18.9307869642777	17.7499746548057	17.667539622325	17.67992821389	19.0403768389966	21.907845983726	18.8118593617985	16.4237735694014	16.6956790224278	16.7340395266206	15.0662828501456	12.7639190110138	13.0286832512626	11.6525585295204	11.7480930854279	7.32112198497173	6.58537763137947	8.03358315038685	4.4417217371175	4.55857969302749	3.94652765621597	3.30999540358831
25.2	23.2008315772273	21.3984940193973	21.9880511786283	19.7614228884196	18.9514000956083	17.7654099416533	17.6862259667382	17.7308446788723	19.0468500560854	21.8840395100257	18.8399441678481	16.399517265222	16.7082323142356	16.7466004654826	15.09026801688	12.7909431302695	13.0452318763568	11.6687952493708	11.757811318716	7.30724758872428	6.55188878975757	8.02339423322653	4.42575956669952	4.4968745315302	3.95045699619796	3.24508847963802
25.21	23.1934195161729	21.3729385021731	22.0229208972532	19.760005927112	18.9686444537132	17.7749230259465	17.6990620429297	17.7793232383061	19.0498496105088	21.854665827057	18.8655660391514	16.3707163798095	16.7180801369739	16.7563158785614	15.1060097913742	12.8146398838635	13.0544508714216	11.6800031021758	11.7643787330026	7.29217114904783	6.51227830415968	8.00916453102574	4.41206870748101	4.43321119904874	3.95063509973036	3.17526899403635
25.22	23.1849019693528	21.3459030273658	22.0578079613092	19.759522677614	18.9819670015013	17.7772962295908	17.7049893782925	17.824641204754	19.0486005945012	21.8219741768051	18.8876176406186	16.339813795665	16.724921181512	16.7629646585924	15.1134319551655	12.8351097446127	13.0589774692831	11.6884880037091	11.7679177940237	7.27592763261612	6.46669477952595	7.99094789635508	4.40069424997025	4.36783411261473	3.94705721323797	3.10080652536061
25.23	23.1752070419297	21.317453769063	22.0923036110461	19.7575313600297	18.9928536737971	17.7730364517877	17.7060205021282	17.8689132968226	19.0450713424566	21.7859833601616	18.9076282147898	16.3076593624451	16.7299814428154	16.768472233242	15.1125100243181	12.8522975212383	13.059398534863	11.6942141180571	11.7684287251579	7.25860175216569	6.41532479365477	7.96882372131248	4.39168797129117	4.30101012032144	3.93974375544244	3.02200095324429
25.24	23.1616552359402	21.2878434649093	22.1265693948664	19.7524475746512	19.0037861783845	17.7646909541207	17.7042186786442	17.9137643543424	19.0414810527384	21.7464947928363	18.9280211850748	16.2742406488034	16.7340196673901	16.7722468962835	15.1032702235892	12.866120016349	13.0555964059576	11.69723794354	11.7659208959097	7.24025251288852	6.35837357407727	7.94287496768225	4.38508374546689	4.23299773847953	3.92871875565582	2.93916100346498
25.25	23.1434445701794	21.2550502215741	22.1579229318853	19.7444701061174	19.0128473021143	17.7534906975177	17.6996559242705	17.9589139823366	19.0356749996996	21.7009084300463	18.9468218446857	16.2397878823458	16.7351462561365	16.7727718010481	15.0856891033322	12.8765164166204	13.0476670930655	11.6974769924864	11.7603545549893	7.2209529915288	6.2960507928425	7.91320710916367	4.38090461351297	4.16406751723397	3.91402680695003	2.85261136042444
25.26	23.1230094294534	21.2181803129303	22.1858730873597	19.7334612027189	19.0178997481575	17.7391814020294	17.6922645405521	18.0042453547526	19.0258221231609	21.6512554800264	18.9619239261198	16.2043228663538	16.7334251797885	16.7703907388759	15.0599580856249	12.8834682829156	13.0355477892197	11.6949900787357	11.7518474372552	7.20078175213903	6.22862663413242	7.87993138308303	4.37917267068692	4.09448565627917	3.8957244650543	2.7626973351602
25.27	23.1021674348816	21.180190219791	22.212852438962	19.7198443823492	19.018966678559	17.722059527991	17.682284646264	18.0494245646504	19.0118496378137	21.5990881719318	18.9731689925668	16.1681585119971	16.7287701981796	16.7648100090892	15.0253152995556	12.8869105507784	13.0194190619543	11.6897290514326	11.7402681316053	7.17981517941818	6.15632647994776	7.84318803403015	4.37988777040771	4.02453468250112	3.8738849583666	2.66976405511595
25.28	23.0808794262337	21.1414886458186	22.2402091849766	19.7043071283703	19.0161592645386	17.7004071316102	17.6682915376109	18.092473649493	18.9955227548695	21.5446315755894	18.9810472986748	16.1301067476201	16.7212746095549	16.7571522802538	14.9796003853064	12.8868046230581	12.999156470573	11.681798777919	11.7272824520657	7.15814810763212	6.07950640241837	7.80311423057778	4.38305993553954	3.95448297668018	3.84859750878132	2.57419840873721
25.29	23.0594193325598	21.1020344240747	22.2702205387161	19.6861049540294	19.0118946466029	17.6748588126369	17.6489778698225	18.1342658581061	18.9791802240493	21.4867208280018	18.9863268462132	16.0877160979768	16.7109080309431	16.7500433819678	14.9251746503951	12.8808868082449	12.9764979732739	11.671095800982	11.7153101093147	7.13583945480374	5.99835452382352	7.75987620096893	4.38865347871472	3.88461746624715	3.8199552217913	2.47634663894075
25.3	23.0379919630991	21.0601509792373	22.3003314610524	19.665143292322	19.0078149905997	17.6468171327363	17.6269574508033	18.1757165616578	18.9629056719008	21.4236739928747	18.9878069042603	16.041085160124	16.6977386041495	16.7439992419936	14.8632552996467	12.8673464453531	12.9538778700008	11.6591239814938	11.7044368797514	7.11308293078605	5.91339139215242	7.71362494790443	4.39667863451095	3.81520392892168	3.78807873108872	2.37664189319638
25.31	23.0163031650368	21.0173029018455	22.3291418613434	19.6416173044738	19.002539120697	17.6161156932483	17.6023752956441	18.2163417761372	18.9467554570042	21.3583953544551	18.9853378773616	15.9903778966991	16.6819266605371	16.7385727802524	14.7939299067019	12.8474560160685	12.931238942171	11.6484766823312	11.6947499723696	7.09055251896033	5.82381357000576	7.66457994362915	4.40705771049638	3.74637772612816	3.75308710492216	2.27540406638811
25.32	22.994706588438	20.9745383461965	22.3567205442841	19.6155181073585	18.9936133656354	17.5830578934798	17.575523513157	18.2562262281077	18.9308716686155	21.2917242563696	18.9790527840711	15.9381894817473	16.6645052684435	16.7311321840735	14.7175427257098	12.8238616258645	12.906199986956	11.6373015999983	11.6862604798921	7.06782804962727	5.7274161380349	7.61286173207796	4.41981720970899	3.67603470681575	3.71510764503821	2.17314431968627
25.33	22.9718259605875	20.9317820145249	22.383143998256	19.5892540621024	18.9808815324018	17.5476608166915	17.5463814092425	18.2951005464829	18.9152613325074	21.2239341835735	18.9688555075009	15.8867721063411	16.6447377977611	16.7207130350962	14.6343929855903	12.7970717545004	12.8774668089727	11.6235824458981	11.6790397883038	7.04480095964032	5.62412065690235	7.55905464241397	4.4348157437684	3.60280450815866	3.67462891461399	2.07011853167486
25.34	22.9476898536523	20.889367459095	22.4111230573814	19.5645991536187	18.9668963861969	17.5100280731863	17.5173795409918	18.335028981771	18.9020156505645	21.1551814099286	18.9567816817703	15.8385043824119	16.6223531452322	16.7074865072728	14.5447241000159	12.7670939344848	12.8453205778032	11.6074541301031	11.6727438390011	7.02161780798877	5.51637150827996	7.50348211362518	4.45272959661587	3.5282981001581	3.63448605214016	1.96863781848208
25.35	22.9239225508257	20.8465576221299	22.439696715139	19.5417712180846	18.9531755997861	17.4690417876774	17.4878366796879	18.3750555729706	18.8904018183911	21.0868475979365	18.9422954857718	15.7919330950586	16.5975622977345	16.6914468154918	14.4499671832407	12.734130549871	12.8098242110588	11.5888797593122	11.6647101347392	6.9983290643634	5.4066410877758	7.44587959233251	4.47326653292878	3.45534505777359	3.59588500042062	1.87125851836435
25.36	22.9003260994932	20.8038355455427	22.4664033560736	19.5194781260415	18.9395404681997	17.4258057171192	17.4562142302426	18.4133715204336	18.8790868042835	21.0217752189483	18.9239141389986	15.7460013785823	16.5703539802406	16.6726897978663	14.353282035363	12.6982092323024	12.7711058726511	11.5680279487289	11.653966936721	6.97506808956596	5.29524262357339	7.38654299215218	4.49580161222773	3.38457265884336	3.55883097115032	1.77827990575011
25.37	22.8772301802258	20.7620544430815	22.4914039862705	19.4954364879352	18.9262277972593	17.3809552245141	17.4228749554897	18.4502148298626	18.8678856509706	20.9579546003817	18.9020011603756	15.7012015568377	16.5410073449951	16.6511591698867	14.254323457873	12.6595976022659	12.729401242472	11.5448856109145	11.6406785613717	6.95188228423566	5.18272255482416	7.32566881312625	4.52037496116474	3.31622058576233	3.52355159624397	1.69016377365784
25.38	22.8526539235088	20.7204475540635	22.5122951893423	19.4677909436992	18.9112768475444	17.3345821077304	17.3878379292299	18.4830963950605	18.8539023417821	20.8944943006799	18.8764356345399	15.6574510985387	16.5084875083384	16.6246383548602	14.1507871154624	12.6164308333841	12.6830273550397	11.5196555920101	11.624854430104	6.92892102128779	5.06945250496374	7.26351441255418	4.54680926525527	3.25057123403124	3.49013270943607	1.60719441040637
25.39	22.8248550285882	20.6768375567603	22.5275290176441	19.4365750921534	18.892618631046	17.2868819566184	17.351238392302	18.5105153271884	18.8368590531702	20.8343325384835	18.8477393982489	15.615574012769	16.4705005486833	16.5915049447278	14.0426762396452	12.5670455480424	12.6301281794686	11.4923540070002	11.6065355095151	6.90618133222615	4.95592809665722	7.2003152652716	4.57505348867917	3.18787924411404	3.45874253365127	1.52974123458032
25.4	22.79670160677	20.6333813010104	22.5398054515012	19.4038028572945	18.8706017920845	17.2378594951149	17.3133618976392	18.5351684831834	18.8195820077567	20.7789589413784	18.8185927577064	15.5782624372558	16.4294979379348	16.5540379686103	13.9304585373769	12.5143213986414	12.5735132016938	11.4654487286527	11.5859067590492	6.88392632036317	4.84256158164249	7.13632335702315	4.60495994151694	3.12839087449605	3.42947865575882	1.45808106428942
25.41	22.7692997895376	20.5915327766415	22.5500072258714	19.3693047166666	18.8434279804094	17.1849962908452	17.2728295242569	18.5577490878021	18.8027168886808	20.7267177887206	18.7899811331827	15.5467914962396	16.3868949908197	16.5143457536694	13.8145517074694	12.459646948276	12.5147112523416	11.4401029881052	11.5622397974008	6.86146053413365	4.72982585419002	7.07179315718342	4.63643625733297	3.07234446199159	3.40247816263299	1.39251859655553
25.42	22.7438776583254	20.551218096897	22.558074117976	19.3334687770755	18.8097012504505	17.1289912428291	17.2281646061278	18.5780317452352	18.7835306821988	20.6756889279131	18.7591796922533	15.5196178183926	16.3427497734997	16.4726673117881	13.6954565492528	12.4031277622788	12.4538464341034	11.4135010604842	11.5337330990428	6.83762905410586	4.61815516152885	7.00698544495406	4.66934303550457	3.01996108213331	3.37783399952379	1.33329811977307
25.43	22.7224182188706	20.5125542048992	22.5635085421976	19.2962665708958	18.7722672796685	17.0725286893397	17.1821766564288	18.5935309828479	18.7611277427858	20.6251445649886	18.7252857525047	15.4944678010392	16.2972161601429	16.4290232293274	13.5736775569862	12.3450305462219	12.391200240819	11.3852586008308	11.5026292113778	6.81427010169901	4.50799480229383	6.94214225930365	4.7035541317337	2.97144723273472	3.35565035234174	1.28066708158958
25.44	22.7026018770437	20.4731617626109	22.5645362293792	19.2602138607673	18.731825576849	17.0156892809226	17.1354980376941	18.6026336548778	18.7358319263082	20.5725474530965	18.6886019555056	15.4713202988064	16.250609655176	16.3838447802117	13.45199504946	12.2855675166887	12.3270100617854	11.3554810490457	11.4695883352167	6.79164706029276	4.39977586709161	6.87753683285152	4.73893424383365	2.92699642147185	3.33600691324003	1.23481362657403
25.45	22.6838535856396	20.4317236162275	22.562805925053	19.2266455575144	18.6884626746588	16.9588510355822	17.0882573121343	18.6054502538614	18.7074795763459	20.5176975278289	18.6491062661201	15.450245372847	16.201906235586	16.3352942553723	13.3326288151664	12.2249713445243	12.2615147578831	11.32431584	11.4346793003817	6.76984696224684	4.29392581839811	6.81339671233416	4.77534125747818	2.88678076349894	3.31898793532178	1.19594601545275
25.46	22.6665108665152	20.3897203943156	22.558995180501	19.1927437466056	18.6424343264517	16.9021380826399	17.0407249563676	18.6019381018952	18.6780476949251	20.4629311194156	18.6071897394927	15.4313597269077	16.1487320490909	16.2832891417593	13.2157687893511	12.1635142644292	12.1950298477627	11.291859116497	11.3980607972599	6.74896500018777	4.19086870415809	6.7500289691125	4.81264111181264	2.8509646444168	3.30465416692674	1.16417557151451
25.47	22.6496259237714	20.349949973614	22.5528468627189	19.1580799942633	18.5937916767092	16.8458421627609	16.9929245259726	18.5920341650269	18.6497777746931	20.4104343057644	18.5627038263949	15.414718424579	16.0910349692479	16.2301489244887	13.1020455439742	12.1013719205345	12.1277178901342	11.2582669546245	11.3598759965471	6.72905472728222	4.09099835513118	6.68757243360127	4.85067263161441	2.81968109889441	3.29307128083528	1.13969296336526
25.48	22.6325596026321	20.3121678477949	22.5446408145995	19.1213989841637	18.5428961573883	16.7901166008431	16.9456447225747	18.5761750289764	18.6228914267963	20.3582064927395	18.5181345919143	15.4000846689906	16.0312404020388	16.1761552664974	12.9893721687285	12.0388814998585	12.0615403635484	11.2236218409592	11.320245681711	6.71024329797739	3.99472824255523	6.6271476196542	4.88929993535831	2.79306125468363	3.28426337837302	1.12249269623428
25.49	22.6170258094641	20.2749972928732	22.5329181088386	19.0833996453027	18.4889560450289	16.7355407822265	16.900366924084	18.55525175181	18.5951778248843	20.3045803148548	18.473988055173	15.3855669083447	15.9714911790372	16.1201462121215	12.8777007256113	11.9756168218568	11.9991807421882	11.1881529077185	11.2794030269544	6.69253017848578	3.90240510846839	6.57179293946688	4.92835681638905	2.77119877701362	3.27832686373161	1.11277471971869
25.5	22.6017890474463	20.2404989356866	22.5184206271388	19.0452087516551	18.4326913630133	16.6822635513682	16.8558163020905	18.5283966778214	18.5650937313737	20.2496897666297	18.4280870252691	15.37299185555	15.9107380742608	16.0598657342563	12.7703114290723	11.9121310235481	11.9393625584992	11.1505205681574	11.2360431300003	6.67609137397069	3.8144434297034	6.52145607993132	4.96770784285626	2.75419545539621	3.27461556641739	1.10860990273729
25.51	22.5843534313456	20.2089439456549	22.5018460113129	19.0067880053869	18.3746427102206	16.6302153721387	16.8117258906017	18.4953832038485	18.5327091870862	20.1946132921576	18.3804131642057	15.3628281123542	15.8465638862848	15.9953406671995	12.6676985428493	11.8490054736609	11.8799448709992	11.1082941535107	11.1877576618826	6.66093131710612	3.73112189240853	6.47355010212086	5.00715477153121	2.74209609904993	3.27029436898764	1.1079168043425
25.52	22.5666664708199	20.1806445715231	22.4844732546027	18.968360962026	18.3162150648504	16.5796299913711	16.7685273222059	18.4578825522564	18.4995342464524	20.1422266708884	18.3326898810551	15.3563882434547	15.7800503978946	15.9280035717072	12.5704529721806	11.7865437754355	11.8209751244406	11.0630125279294	11.1363689607924	6.64907548592149	3.65287038226022	6.42767208353031	5.04705663248854	2.7350019313987	3.26555439786946	1.11080202889787
25.53	22.5508286265018	20.1546517034033	22.4679294729098	18.9298392982743	18.2589394284505	16.5306361527192	16.7250976312219	18.4184856728463	18.46741153665	20.093344712806	18.2867117651008	15.3552121841839	15.7141568113187	15.8607814580702	12.4786941488	11.7239850121582	11.7627666079471	11.0173166289953	11.0843760030262	6.63973892867926	3.57984178736351	6.38407112423806	5.09005757368829	2.73245411205574	3.26322444635089	1.11715707638396
25.54	22.5362013220352	20.1297640579854	22.449724634486	18.8889029684663	18.2007414337794	16.4821787448663	16.6798828553918	18.377406360162	18.43377555716	20.0479559677409	18.2399505887235	15.3567834519203	15.6493731215075	15.7940714762493	12.394211355453	11.6588909862606	11.7049326681736	10.9715431949317	11.0320219380333	6.63165330864296	3.51252180675597	6.34289079059739	5.13666546097883	2.73175847725182	3.26383849178179	1.12702093195174
25.55	22.5203388824729	20.1082265098993	22.4298366342481	18.8469488948846	18.1418287327448	16.4353444866798	16.6356130696958	18.3348800993414	18.3984898686186	20.0085998185492	18.1922662957242	15.3609612827261	15.5860435338187	15.7282292575947	12.3197916307334	11.5911688856161	11.6450054302802	10.9259073823102	10.9795782856827	6.62512198305439	3.44891605577872	6.30431509571151	5.18671856363525	2.7320242313463	3.26735040743747	1.1403141176734
25.56	22.5021752588018	20.090107356079	22.4081146139375	18.8057401900494	18.0822521008983	16.3907565439883	16.5926857573886	18.2909964990733	18.3615187772739	19.9752250468975	18.1437741722982	15.3675645656299	15.5237536711995	15.6633894618564	12.2560021442165	11.5211298613552	11.5823911086527	10.8805334857937	10.9271779378566	6.62000235242157	3.38856167790305	6.2684755953918	5.23805382404702	2.73339514317958	3.27375561615568	1.15700815994307
25.57	22.4832842522929	20.0756935700191	22.3853071260388	18.7652413203517	18.0228479408779	16.3486388975256	16.5520515811961	18.2460403940316	18.3237412086473	19.9458152667096	18.0950274005284	15.3767903294865	15.4599967131985	15.600143539627	12.2012555945143	11.4491290283334	11.5181262229457	10.8356672871377	10.875105986616	6.61642700156558	3.33442339539235	6.23553047738968	5.28838369285677	2.73599363724808	3.28302734999753	1.17702339815056
25.58	22.4661776499905	20.0630016914752	22.3622539912427	18.7256638303038	17.9664285927657	16.3089328832749	16.5140317781753	18.2002307135522	18.2854225862374	19.920386629578	18.0487856780126	15.3870051942089	15.3943874350661	15.5392773678868	12.1535148966789	11.3778989649626	11.4551444143932	10.7913993041458	10.8234717887236	6.61432954287346	3.28681678985462	6.20559596918501	5.33764132322668	2.74246265494489	3.2951280835699	1.20028695064128
25.59	22.4510690198869	20.0505578027958	22.3378027851759	18.6872479497876	17.9141716755845	16.2733908875703	16.4778620494959	18.1536257522761	18.2458742665294	19.8964052338004	18.0063779322126	15.3957558220594	15.3271889765122	15.480248612542	12.1132218962148	11.3092211465464	11.3943864152877	10.7480355817604	10.7726313524588	6.61378384782579	3.24600406581995	6.17879957681097	5.38551817948839	2.7539721170317	3.31001233417605	1.22670367254088
25.6	22.4355501744022	20.0413383351858	22.3120762126682	18.649274634448	17.863824110714	16.2427834986883	16.4438051483205	18.1064510970096	18.2054659118418	19.8727185460719	17.9657232302333	15.4030057252263	15.258790778043	15.4233402583889	12.0796361881181	11.2432433140722	11.3359971143638	10.7043458577274	10.7219006623405	6.6147381482633	3.21210731295843	6.15524762578452	5.43191000655363	2.77039034092211	3.32762103473418	1.2561753682409
25.61	22.4182446804119	20.035821809172	22.285211565449	18.6092123245341	17.8139285600321	16.215097016566	16.4119088578139	18.0588003198165	18.1641162030751	19.8516979922707	17.9250095674209	15.4086621641755	15.1892446931239	15.3686058826781	12.0502641744876	11.1802318685709	11.2802296951451	10.6578517311358	10.6687599165731	6.61724138219548	3.18525956312026	6.13502022737703	5.47656092308891	2.79163066525058	3.34788314870434	1.28857561855487
25.62	22.4012181705475	20.0342165157295	22.2598247642191	18.5666096187713	17.7648280628984	16.1906050270586	16.3823499217919	18.0110229013625	18.1222436328394	19.8345986771439	17.8859417357333	15.4149495759594	15.1210430926831	15.3164927146303	12.0245311955205	11.1205252486809	11.2273190823476	10.6101229621519	10.6129431637529	6.6212136249486	3.16560636707918	6.11822297588111	5.51936364251822	2.81769541539676	3.37072272254625	1.32379677453162
25.63	22.3836135797033	20.0341716553429	22.2350544002137	18.5227671986726	17.7165982621046	16.1692310769416	16.3552366602276	17.9619895331869	18.0778520004151	19.8184949426428	17.8484543589226	15.4236774947152	15.0545991211233	15.2651991006985	12.0026891452683	11.0641403813946	11.1774283656551	10.5637529239148	10.5547119043228	6.62674482928627	3.15313278401929	6.10488441445706	5.56007173002056	2.84655823489415	3.39604776794051	1.36166676008593
25.64	22.3643200285622	20.0360490610002	22.2091793117363	18.4802390097497	17.6696167094848	16.1510943539937	16.3303619099945	17.9093300971934	18.0315081909475	19.8045900974121	17.8114825729497	15.4346254898805	14.9879110393159	15.2151672622785	11.9827669294403	11.0126083304858	11.1307038858283	10.5191480460895	10.4942769168474	6.63363210665152	3.14806303207831	6.09511462925653	5.59863328419187	2.87597694945237	3.42375977392319	1.40208954853567
25.65	22.3455669787914	20.0417032767311	22.182600286974	18.4369365361008	17.6240040166921	16.133808029514	16.3051338949907	17.8531016791336	17.9851396502929	19.7953645270953	17.7752658241441	15.4500609738433	14.9214203799864	15.1683531005923	11.9628661444958	10.9666228057516	11.0852991995668	10.4763772950159	10.4323290078034	6.64291214304145	3.14889568449083	6.08894253826806	5.63471463596565	2.90594573331772	3.45374652915684	1.44482245542892
25.66	22.3294451321863	20.0518904754996	22.1552355196545	18.3917313318127	17.5798892848662	16.1159530538267	16.2788175125923	17.7934428058914	17.9387946390586	19.7908235540595	17.7399681703154	15.4713595425026	14.8577205753005	15.1247699657763	11.9455669318601	10.9246337466312	11.0426298464031	10.4357761100196	10.3720213267463	6.65714024402313	3.15318777522571	6.08786784186865	5.66946766378371	2.93624630983689	3.4858886639554	1.48981631847562
25.67	22.3159019853622	20.0679718200899	22.1285989565285	18.3454416098513	17.5378022286254	16.0999049849738	16.2542413722949	17.7316525354226	17.8928067188308	19.7909956164637	17.7057286755638	15.495572677813	14.7986511989281	15.0846330499087	11.9324650873522	10.8869714895946	11.0038024183514	10.395804673273	10.31328036779	6.6767758144209	3.16084213559941	6.09106524724331	5.70533576789666	2.96682294050074	3.52006657852053	1.53682810526616
25.68	22.3049605130091	20.0878957380014	22.1021680992485	18.2989519036349	17.5008125433574	16.0874765616495	16.2326886372244	17.6707675357423	17.8497256579345	19.7933089210085	17.6750250269913	15.5217574257515	14.7440802386993	15.0481276426542	11.923573115182	10.8536365855787	10.9689629161488	10.3542981182741	10.2536167460258	6.69987503423333	3.17179474607588	6.09772776863309	5.74235446433319	2.99751443861009	3.55613041333336	1.58821489970638
25.69	22.2943374610873	20.1114251513457	22.0752005035345	18.2513150066242	17.4680244415894	16.0762403640637	16.2141417881346	17.6092282629681	17.8088431475194	19.7964210687447	17.6471870683617	15.5498108103335	14.6917778917239	15.013326250909	11.9189057627819	10.8248939717989	10.9366834800676	10.3114383658905	10.192910872698	6.72414231878956	3.18601749195741	6.10801966837802	5.78042125003755	3.02822177196011	3.59396128726086	1.64426986771414
25.7	22.284973377001	20.1383435879397	22.0480296568419	18.2027348107984	17.4372832744786	16.0646690016346	16.1986952980588	17.5452846466433	17.7685436036361	19.8002753685788	17.6205783889454	15.5795661695791	14.6405701807618	14.9784049971514	11.9185587983936	10.800716666653	10.9047290137658	10.2673121912268	10.1314946784941	6.74954738917206	3.20346597014451	6.12180314018041	5.81931781304648	3.05881098221706	3.63338110955996	1.70194602431792
25.71	22.2787857486891	20.166129547218	22.0205498836575	18.1532478227769	17.4088004785162	16.0527903014407	16.1863968250191	17.4791365786179	17.7292197018357	19.8067994719528	17.5955241020531	15.6083957286622	14.5908012937612	14.9435790784161	11.92243762384	10.7812888651375	10.8730926033907	10.2221419819514	10.0695019875618	6.7759052184657	3.22400425175298	6.13879111083702	5.85897853095441	3.08916360364443	3.67408737772191	1.76083109022778
25.72	22.2742452579524	20.1935655975909	21.9935594816226	18.1037104796448	17.3829376360817	16.0415445312825	16.1762548226243	17.4118436083878	17.6913702477401	19.8166848892288	17.5724133193024	15.6351983709731	14.543025787117	14.9094174096968	11.9327661081312	10.7648162516749	10.8431348489381	10.1762416337021	10.0092660028362	6.80316741398004	3.24815793898723	6.15623620013866	5.89912384963435	3.11916859047607	3.71340218915485	1.82063062328426
25.73	22.270685229134	20.223551112304	21.9689930921308	18.0568088046609	17.3624590244119	16.0336999097576	16.1687472844141	17.346390605946	17.6579526795155	19.8271744247941	17.5540536811354	15.6627099924022	14.5000837633895	14.8788025191778	11.9512847440584	10.7521420336681	10.8175974402633	10.1321669081114	9.95299685444274	6.83119770376685	3.27857711191501	6.17296167667396	5.93976661418046	3.14868993989423	3.74977186804204	1.88116050612074
25.74	22.26985722463	20.2565534695157	21.9451027708052	18.0153231357245	17.3485037922204	16.0297331051001	16.1645624685599	17.2834727134197	17.6299437398922	19.8392255084474	17.5415841778847	15.6915194443234	14.4632511235169	14.8525538925264	11.9779372912574	10.7445706538549	10.7967012194526	10.0917214065306	9.90069362161237	6.85989239435885	3.31559696934855	6.18906506711388	5.97882121117419	3.17764060246987	3.78326372532892	1.94214356156782
25.75	22.2720073737541	20.2926042267446	21.9210972200611	17.9805726801007	17.3386115923306	16.0291335509001	16.1610678765963	17.2208366799049	17.6067119955332	19.8533024532052	17.5338679218176	15.7189898535984	14.4307104202277	14.8281418336126	12.0111773982708	10.7418360710001	10.7805685023086	10.0529303343447	9.85028559292626	6.88914853753509	3.35634402098338	6.20436352506248	6.01400880216276	3.20585952712214	3.81358489859522	2.00336405129371
25.76	22.2755710897523	20.3298116683885	21.8947141563099	17.9500360132107	17.3313084774083	16.0292664626816	16.1569164110811	17.1572643718264	17.5856410479405	19.8678860330466	17.5284125109886	15.7435619340966	14.4005023189897	14.8043472323911	12.048394415616	10.7441708877705	10.7692424382798	10.0139826924622	9.80026579101706	6.9188071360287	3.39954133719657	6.21891916983922	6.04521184353556	3.23330617660509	3.84077952705029	2.0645664709746
