MU1_Firings	MU2_Firings	MU3_Firings	MU4_Firings	MU5_Firings	MU6_Firings	MU7_Firings	MU8_Firings	MU9_Firings	MU10_Firings	MU11_Firings	MU12_Firings	MU13_Firings	MU14_Firings	MU15_Firings	MU16_Firings	MU17_Firings	MU18_Firings	MU19_Firings	MU20_Firings	MU21_Firings	MU22_Firings	MU23_Firings	MU24_Firings	MU25_Firings	MU26_Firings
0.429300010204315	0.549000024795532	0.551699995994568	0.635399997234344	0.730350017547607	0.683099985122681	0.708750009536743	0.680400013923645	0.680850028991699	0.548099994659424	0.704699993133545	0.682650029659271	0.716400027275085	0.719099998474121	0.764100015163422	0.721350014209747	0.737550020217896	0.763650000095367	0.722249984741211	0.716400027275085	1.22490000724792	0.722699999809265	1.22175002098083	1.20105004310608	1.21770000457764	6.25454998016357
0.550800025463104	0.677699983119965	0.674549996852875	0.765450000762939	0.838349997997284	0.85860002040863	0.836549997329712	0.83745002746582	0.856350004673004	0.656549990177155	0.859499990940094	0.84060001373291	0.962100028991699	0.929250001907349	0.974699974060059	0.947700023651123	0.964349985122681	1.05795001983643	1.0764000415802	1.21589994430542	1.72934997081757	1.0480500459671	1.69245004653931	1.71765005588531	3.05415010452271	7.98839998245239
0.622349977493286	0.766799986362457	0.745649993419647	0.866249978542328	0.955799996852875	0.982349991798401	0.994050025939941	0.974699974060059	0.960749983787537	0.751950025558472	0.981000006198883	0.935100018978119	1.07369995117188	1.10564994812012	1.09979999065399	1.16684997081757	1.16279995441437	1.37205004692078	1.22625005245209	1.46115005016327	1.92914998531342	1.2150000333786	1.95120000839233	1.91655004024506	3.73230004310608	9.05624961853027
0.709649980068207	0.85589998960495	0.853649973869324	0.971099972724915	1.06515002250671	1.06064999103546	1.06155002117157	1.04130005836487	1.04534995555878	0.853649973869324	1.04355001449585	1.07459998130798	1.16460001468658	1.22940003871918	1.19655001163483	1.3729499578476	1.35000002384186	1.4962500333786	1.32210004329681	1.6389000415802	3.04964995384216	1.6055999994278	3.04605007171631	3.05235004425049	4.8550500869751	10.1322002410889
0.772199988365173	0.921150028705597	0.920249998569489	1.04085004329681	1.13220000267029	1.15470004081726	1.16190004348755	1.13715004920959	1.10564994812012	0.940050005912781	1.10025000572205	1.15919995307922	1.20105004310608	1.32165002822876	1.31760001182556	1.44945001602173	1.44764995574951	1.61144995689392	1.49489998817444	1.78244996070862	3.61304998397827	1.84185004234314	3.55815005302429	3.57435011863708	5.34375	12.1576499938965
0.834299981594086	0.993149995803833	0.992699980735779	1.10654997825623	1.19834995269775	1.23345005512238	1.23389995098114	1.20105004310608	1.18529999256134	0.988650023937225	1.16279995441437	1.21589994430542	1.32480001449585	1.40445005893707	1.39950001239777	1.53180003166199	1.53404998779297	1.75545001029968	1.6105500459671	1.94805002212524	3.93074989318848	1.99530005455017	3.9860999584198	4.85325002670288	6.1532998085022	13.0522499084473
0.888750016689301	1.0440000295639	1.06784999370575	1.16145002841949	1.27664995193481	1.32659995555878	1.32165002822876	1.27664995193481	1.23164999485016	1.05480003356934	1.21634995937347	1.32389998435974	1.40625	1.49804997444153	1.4881500005722	1.65869998931885	1.6429500579834	1.88460004329681	1.69649994373322	2.22930002212524	5.21099996566772	2.6536500453949	5.20335006713867	5.63129997253418	6.27390003204346	14.1736497879028
0.962549984455109	1.13534998893738	1.1331000328064	1.23345005512238	1.34549999237061	1.41569995880127	1.38464999198914	1.37880003452301	1.3252500295639	1.13444995880127	1.27935004234314	1.40489995479584	1.48769998550415	1.58039999008179	1.6065000295639	1.75590002536774	1.75139999389648	2.0304000377655	1.83554995059967	2.67030000686646	5.62995004653931	3.14415001869202	5.6673002243042	6.11054992675781	6.84224987030029	14.8086004257202
0.990899980068207	1.16324996948242	1.16100001335144	1.28565001487732	1.38329994678497	1.49265003204346	1.51199996471405	1.41840004920959	1.37969994544983	1.19159996509552	1.37699997425079	1.48679995536804	1.58039999008179	1.64069998264313	1.69830000400543	1.83914995193481	1.83644998073578	2.38365006446838	2.03535008430481	2.92140007019043	6.08265018463135	3.64184999465942	6.07229995727539	6.25454998016357	7.06185007095337	16.0100994110107
1.04760003089905	1.23164999485016	1.21634995937347	1.35675001144409	1.48500001430511	1.56869995594025	1.56194996833801	1.51020002365112	1.45260000228882	1.20914995670319	1.41299998760223	1.57949995994568	1.64474999904633	1.71854996681213	1.81529998779297	1.99890005588531	1.99934995174408	2.63610005378723	2.33100008964539	3.15405011177063	6.24870014190674	3.83715009689331	6.24555015563965	6.83774995803833	7.86959981918335	16.6531505584717
