2.00000	1.67519
2.00000	1.17288
4.00000	1.04731
4.00000	2.17749
6.00000	0.67058
6.00000	0.67058
8.00000	0.48221
8.00000	2.11471
10.00000	1.42404
10.00000	0.92173
12.00000	0.98452
12.00000	0.41943
14.00000	0.79615
14.00000	0.73337
16.00000	1.73798
16.00000	1.61240
18.00000	1.61240
18.00000	1.48682
20.00000	1.61240
20.00000	1.29846
22.00000	0.35664
22.00000	0.48221
24.00000	0.29385
24.00000	1.48682
26.00000	0.98452
26.00000	0.73337
28.00000	0.67058
28.00000	1.17288
30.00000	0.73337
30.00000	1.42404
32.00000	0.92173
32.00000	0.85894
34.00000	1.48682
34.00000	1.04731
36.00000	0.85894
36.00000	1.11010
38.00000	1.61240
38.00000	1.42404
40.00000	0.73337
40.00000	1.67519
42.00000	1.23567
42.00000	1.42404
44.00000	0.73337
44.00000	1.11010
46.00000	1.17288
46.00000	1.04731
48.00000	1.29846
48.00000	0.23106
50.00000	0.60779
50.00000	0.67058
52.00000	0.98452
52.00000	0.73337
54.00000	1.11010
54.00000	1.98913
56.00000	1.23567
56.00000	1.17288
58.00000	0.85894
58.00000	1.42404
60.00000	1.23567
60.00000	1.80077
62.00000	2.30307
62.00000	0.48221
64.00000	0.73337
64.00000	1.17288
66.00000	1.36125
66.00000	1.48682
68.00000	0.79615
68.00000	1.23567
68.00000	0.67058
70.00000	1.04731
72.00000	1.80077
72.00000	1.11010
74.00000	1.04731
74.00000	0.98452
76.00000	0.16827
76.00000	1.36125
78.00000	1.54961
78.00000	1.04731
80.00000	0.98452
80.00000	0.35664
82.00000	0.16827
82.00000	0.92173
84.00000	1.48682
84.00000	0.73337
86.00000	0.79615
86.00000	0.92173
88.00000	1.80077
88.00000	1.67519
90.00000	1.42404
90.00000	0.54500
92.00000	0.85894
92.00000	1.11010
94.00000	1.54961
94.00000	1.11010
96.00000	-0.39682
96.00000	0.79615
98.00000	1.36125
98.00000	0.79615
100.00000	0.73337
100.00000	0.92173
102.00000	0.35664
102.00000	1.23567
104.00000	1.04731
104.00000	0.10548
106.00000	1.73798
106.00000	0.85894
108.00000	1.04731
108.00000	0.79615
110.00000	0.79615
110.00000	1.36125
112.00000	0.92173
112.00000	1.48682
114.00000	1.36125
114.00000	0.98452
114.00000	0.10548
116.00000	0.41943
118.00000	0.67058
118.00000	1.61240
120.00000	0.73337
120.00000	0.92173
122.00000	0.60779
122.00000	1.04731
